,user,collateral,debt,available_borrow,threshold,ltv,healthf,amount,ethdebt,emode,cbeth_collateral,reth_collateral,reth_price,cbeth_price,eth_price,steth_price,collateral_reth_calc,collateral_cbeth_calc,collateral_steth_calc,ethdebt_calc,diff_collateral,diff_debt
390,0x2a2f97ff7afdef409fd18f25e963a850c5d81036,21050.00248304,8351.56148132,676655030200,8073,7182,2.0347891879344795,8.17703288672026,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15875.091105207564,0.0,0.24583899132562406,1.0
391,0xa015048555940b3fe5989fbb75a2ef9e178e9859,15866.73026235,5618.57374182,532947013920,8000,6900,2.259182631243403,8.174283522332104,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15869.753422120306,0.0,0.00019053451595377294,1.0
392,0xea0eea31d168196ce611a947ea05f19a00c7fe05,15532.42538293,5632.94317894,508443033528,8000,6900,2.2059409995110757,8.00205504034129,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15535.384846086316,0.0,0.00019053451623648744,1.0
393,0x99e18243b0c1991fede00efc319a16ebd6c224f4,20005.16702904,10141.00596178,384660682492,7953,6992,1.568888668260617,7.927230752558431,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15390.119148627247,0.0,0.23069279420228953,1.0
394,0xe7af704100c7cb81da82f55c6c113ef036c0993a,15115.92128593,6773.80348755,365618219974,8000,6900,1.7852211170527759,7.78747884721375,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15118.801390681552,0.0,0.00019053451636007917,1.0
395,0x43b381ec84b52d2a3f69b22583e756a261914a2d,43211.25685928,23513.60999585,756392593734,7890,7192,1.449955224569401,7.743298588110842,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,15033.028757988663,0.0,0.6521038763823833,1.0
396,0xde13a331adf3b9b6f32017bc63dff2f61a926a5a,37711.37283753,19347.87716311,660886076096,7704,6883,1.5016035810597432,7.593426862691982,0.0,0,0.0,8.867580372750263,1847.86124623,1786.5052977,1719.89763743,1941.42439258,16386.05811863499,0.0,14742.064134502436,0.0,0.17456936963697559,1.0
397,0xcadad1c653352329cecc1c2df2580874cc658958,14625.07220011,3552.64269473,653865712335,8000,6900,3.2933392872426768,7.534601314928104,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,14627.858781166764,0.0,0.00019053451624961694,1.0
398,0x38c0039247a31f3939bae65e953612125cb88268,14579.60271453,3596.11265124,646381322179,8000,6900,3.243414014741214,7.511176169316628,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,14582.380632076905,0.0,0.0001905345160151323,1.0
399,0x7a0b7c6bd041a3557743426135153a4a9d8e6eb6,14399.67029252,9549.29421734,38647828450,8000,6900,1.2063442566364737,7.418477887563483,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,14402.413926731097,0.0,0.0001905345160938248,1.0
400,0xd5ae28f9387de2ad89d146b4f327c8cd1f2bf5cd,24293.50882883,10015.27636177,789146899596,8122,7371,1.9701091770265347,7.386770973513389,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,14340.857350380806,0.0,0.4096835722074868,1.0
401,0x247bc6556b5d14416332575ebc6a2e65d9db3109,13977.71864318,6403.35246243,324127340136,8000,6900,1.7463000795518433,7.201095203332503,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,13980.381881040556,0.0,0.00019053451629282153,1.0
402,0x8e93af4057d86d24440efdb35f063104bfa7ca81,13938.04359392,4048.43537123,556881470857,8000,6900,2.754257843506654,7.180655257859871,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,13940.699272316982,0.0,0.0001905345164898999,1.0
404,0x40f246f1cf7e20547a8ab503eb1dff59238a3dd0,13499.23302142,11350.02898767,79928073161,9300,9000,1.1061017309786816,6.954587128323326,6.6005041886469185,1,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,13501.8050912498,11352.191559900655,0.00019053451597729422,0.00041870932863415593
405,0x6870820626e3adcf4e81c8134f94c2f1cb8ae74d,13209.48581148,6512.85707771,260168813221,8000,6900,1.622573399521872,6.805314038995389,0.0,0,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,13212.00267447277,0.0,0.00019053451653516305,1.0
406,0xfc058ab3f45346fab9ed303a587dad583a4b84a8,30332.86302919,16254.23667117,479677027109,7762,6940,1.4485065499889296,6.756049834325777,0.0,0,0.0,7.446681945440559,1847.86124623,1786.5052977,1719.89763743,1941.42439258,13760.434979980231,0.0,13116.35994584613,0.0,0.11393807765649383,1.0
407,0x80927ad841a9b64a0957a23d7b55ecec1e5ee20d,12965.23143718,11168.24289244,50046540102,9300,9000,1.0796385208224712,6.679478124847729,6.494788169392297,1,0.0,0.0,1847.86124623,1786.5052977,1719.89763743,1941.42439258,0.0,0.0,12967.701761283899,11170.370828146128,0.0001905345165543805,0.0004187093286663304
