,Unnamed: 0,user,collateral,debt,available_borrow,threshold,ltv,healthf,amount,ethdebt,collateral_steth_calc,diff_collateral,diff_debt,usdc,usdc_price,usdc_decimals,usdc_threshold,usdt,usdt_price,usdt_decimals,usdt_threshold,dai,dai_price,dai_decimals,dai_threshold,fei,fei_price,fei_decimals,fei_threshold,tusd,tusd_price,tusd_decimals,tusd_threshold,susd,susd_price,susd_decimals,susd_threshold,usdp,usdp_price,usdp_decimals,usdp_threshold,frax,frax_price,frax_decimals,frax_threshold,gusd,gusd_price,gusd_decimals,gusd_threshold,busd,busd_price,busd_decimals,busd_threshold,wbtc,wbtc_price,wbtc_decimals,wbtc_threshold,fei_debt,usdc_debt,usdt_debt,dai_debt,frax_debt,gusd_debt,susd_debt,tusd_debt,wbtc_debt,debt_stable_calc,debt_wbtc_calc,usdc_collateral,dai_collateral,fei_collateral,tusd_collateral,wbtc_collateral,weth_collateral,collateral_stable_calc,collateral_wbtc_calc,collateral_eth_calc,eth_wbtc_stablec_debt_diff,eth_steth_wbtc_stablec_collateral_diff
27,388,0xa434ef6ea314d4c11aa41de68c0498d5590834ac,55.09046870424775,28.9661367082655,10699000758792880759,8300,7200,1.5785705040699458,55.104749091542,19.198419897834995,55.09046870424775,0.0,0.3372115829185906,5047501945.0,580223303700951,6,0.875,0.0,580844896987157,6,0,5.09109297583561e+21,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,25086942.0,15472525091899483083,8,0.82,0.0,2.9286782539648764,0.0,2.9574580783595974,0.0,0.0,0.0,0.0,3.88158339574027,5.886136332324474,3.88158339574027,0,0,0,0,0,0,0.0,0.0,0.0,-1.0072569467389769e-07,0.0
28,413,0xdb68d289caeaeeaa6a343dbce5b4c85777744230,49.13583871394483,18.192768539913697,17185035334126578123,8300,7200,2.2417009287563703,49.148575559779815,5.104249603219739,49.13583871394483,0.0,0.7194352474709189,10167819236.0,580223303700951,6,0.875,12367476839.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,917.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,5.899605668545999,7.183585810540006,0.0,0.0,0.005332728530969947,0.0,0.0,0.0,13.088524207616974,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-2.897262725287675e-07,0.0
29,418,0xd33630e28efe2fc8f5d09a5404107e75c78ea8a3,49.2019643890815,31.8042557925132,3650679746258933972,8301,7206,1.2841850759165063,48.91120363525612,24.139881814637985,48.89852830431904,0.0061671538632672,0.2409857985005713,13209357575.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,7.664377091933684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.664377091933684,0.0,0,0,0,0,0,303436141502066568,0.0,0.0,0.30343614150206655,-9.791326327501793e-08,-1.153197981551557e-09
30,427,0x24a90dcda731e43b464c9a60db5d90e2fc717b69,45.827847032146416,29.620444481294143,3375605381851276756,8300,7200,1.284150650092461,45.83972639022547,14.382548754619371,45.827847032146416,0.0,0.5144384560568557,5054922299.0,580223303700951,6,0.875,0.0,580844896987157,6,0,2.1182205215125417e+22,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,2.9329837162773864,0.0,12.304918458233686,0.0,0.0,0.0,0.0,0.0,15.237902174511072,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-2.1768195623828035e-07,0.0
31,430,0xbfa654beb92858cba735ab63f270dacfc58ed66c,55.924617484897645,26.967305600264552,13633966693771136908,8306,7260,1.7224927091900606,46.20521921927776,18.510067061735278,46.19324514378798,0.1740087421024847,0.313610809470202,14575839888.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,8.45724197403146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45724197403146,0.0,14487079538,0,0,0,0,0,8.405741150516807,0.0,0.0,-1.2739508492565221e-07,0.023703893745019133
32,456,0xcad9ac193b944cccd541887cfe57534f992a22f4,37.17845138822071,22.621279527035817,4147205472483092248,8300,7200,1.3641188870569023,37.12622332394235,10.794766222197431,37.11660206884947,0.0016635797635949,0.5228047905382156,20382700994.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,11.826518109087338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.826518109087338,0.0,0,104259875035807987496,0,0,0,1283914017009488,0.06056542497592149,0.0,0.001283914017009488,-2.1237741854029935e-07,-5.277704939743444e-10
33,458,0xfb51b7a166a9da7cb6e426ab82fe3f25c1de9e74,82.82736033750281,33.94816338976998,25654405109097041309,8245,7196,2.011630432380035,36.26428635154317,15.97129219311874,36.25488846728478,0.5622836666585258,0.529538843979655,29432977116.0,580223303700951,6,0.875,0.0,580844896987157,6,0,1.547885140657323e+21,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,17.07769922000001,0.0,0.899179299089194,0.0,0.0,0.0,0.0,0.0,17.976878519089205,0.0,0,0,0,0,290861796,0,0.0,45.003664368849485,0.0,-2.1569467190118985e-07,0.018940691759051664
34,466,0xbd044ff83e50474dacae445dbd8cded8534f4c4d,34.755753380091306,16.884963757985734,8139178675680006624,8300,7200,1.708459415071737,34.76476266301529,5.281312717258968,34.755753380091306,0.0,0.6872180010003769,19998603435.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,11.603655754460888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.603655754460888,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-2.791675592916931e-07,0.0
35,510,0x961608fdcac656ee36443ac3066884bd112139e8,27.893940557752888,14.135540676985226,5948096524596852871,8300,7200,1.6378553316060818,27.90117114198455,3.018542343882613,27.893940557752888,0.0,0.7864572418657284,19159869689.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,11.117002889431294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.117002889431294,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-3.2233140467852195e-07,0.0
36,530,0xaca306ed2566649998b8b4739201711623267e4c,25.55646894756295,15.214109233928005,3186548408317323305,8300,7200,1.3942235395006912,25.563093619362427,10.354969031136726,25.55646894756295,0.0,0.3193838119654894,8374606945.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,4.8591421088248286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8591421088248286,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-1.2528065362893415e-07,0.0
37,535,0xbae8b5cbd9b39ed764321c36926d190e5e4d2880,54.26954798926016,20.286994040385743,19655393279709732926,8514,7360,2.27757217585191,25.21172064419696,20.286994040385743,25.20518703065023,0.5355556114888171,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50032631343327638177581,0,0,0,0,29.064369959502745,0.0,0.0,0.0,-1.6585531215085325e-07
38,541,0x4715fbe0a751457fc9a5e1f8d05aefaa2674a158,23.862614353829898,10.79259310323061,6388489231526915387,8300,7200,1.83514468897657,23.86879994968416,4.059232063166347,23.862614353829898,0.0,0.6238872322582723,11604779812.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,6.733363681240741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733363681240741,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-2.4472121307184125e-07,0.0
39,544,0xc090d5ad2b36c518c17042f3324b763c8bbd7aca,23.314399637465584,5.826216528179745,10960151210795475421,8300,7200,3.3213581413429125,23.32044312673309,4.026279503481756,23.314399637465584,0.0,0.3089375439433478,3102146568.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,1.799937730249527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.799937730249527,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-1.210994364786444e-07,0.0
41,551,0xd793ca2e1fa113c135382c5ca61f924823f41df1,51.83764293460235,21.326698923908506,19153316443722475684,8474,7809,2.059728923801564,21.770366015380095,4.424270245853418,21.764724228358787,0.5801366922524456,0.7925478170982408,0.0,580223303700951,6,0.875,29099739525.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,16.902435206751726,0.0,0.0,0.0,0.0,0.0,0.0,16.902435206751726,0.0,0,0,0,0,0,30072924153857883310,0.0,0.0,30.072924153857883,-3.061278570637427e-07,-1.0508993097957386e-07
42,555,0x9970a7766579c0b7068410282807d8bab302957b,21.406650419712747,13.26867911955659,2144109182636590286,8300,7200,1.3390571652436896,21.41219938790736,9.75402683254072,21.406650419712747,0.0,0.2648833584222905,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,6.050273064667547e+21,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,3.514653736695044,0.0,0.0,0.0,0.0,0.0,3.514653736695044,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-1.0925572624387314e-07,0.0
43,582,0x0112433c2b9db3a25c4285f6765714295c27fb7f,24.975493634535702,4.477770776022755,14039060204622014880,8361,7414,4.663483521678418,19.890197002901623,4.477770776022755,19.88504246139217,0.2038178403050476,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5090452095262695628,0.0,0.0,5.0904520952626955,0.0,-3.692095851270949e-08
44,642,0x7725ad7692a574542d2d384c0d738272a1c3dc8a,17.000083155964337,10.405973232405772,1912287022405987598,8295,7246,1.3551417693405172,13.145066283263596,10.405973232405772,13.141659741347912,0.2269649730073661,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20041175,757547721257294853,0.0,3.100875830586486,0.7575477212572949,0.0,-8.072158053096246e-09
45,728,0x80b1d896d3da2ce872070dffa6857c6afc0c9cdc,10.675388913032748,7.59441348460812,180472260753630632,8411,7283,1.1823256177649608,7.696789915359722,7.59441348460812,7.694795293431015,0.2792023451213996,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5130921007578601290511,0,0,0,0,2.9805945118882233,0.0,0.0,0.0,-8.358351122339513e-08
46,742,0x8d40543af67e8d45ec4ab528ceb7e5d99c4efbab,12.951051032135435,4.104572309238709,5818522991583462224,8432,7662,2.660527189572653,7.246388494983152,2.074559486461348,7.24451059451361,0.4406237318857127,0.4945735316218307,3498676419.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,2.0300135904127927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300135904127927,0.0,0,0,0,0,0,5706541437997748074,0.0,0.0,5.706541437997748,-1.8701959025868575e-07,-7.724283679344524e-08
47,768,0x76e008471f9a0b9274585fac3ea4fa8a95708f88,8.347025114724868,4.429047162820291,1791155952672679602,8372,7452,1.577795216250941,6.338008790959719,4.429047162820291,6.336366296951463,0.2408832835816475,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2010659170248724335,0.0,0.0,2.0106591702487244,0.0,-4.222765781491944e-08
48,793,0x70a944416657495097cd2ba868a72c43d17fbc5b,7.546180239799132,1.0401092951186213,4606697378323069767,8380,7483,6.079840907710064,5.51208609160676,1.0401092951186213,5.510657635339649,0.2697421131984075,0.0,0.0,580223303700951,6,0.875,0.0,580844896987157,6,0,0.0,580908282837672,18,0.87,0.0,564993868543894,18,0.075,0.0,583426495248742,18,0.825,0.0,579347611866053,18,0,0,579142608809052,18,0,0.0,577606946186631,18,0,0.0,581540734020714,2,0,0,582048488379007,18,0,0.0,15472525091899483083,8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2035522961293510101,0.0,0.0,2.03552296129351,0.0,-4.728670854881045e-08
